_id,name
6260c4087a99ad59da938fed,中国石化销售股份有限公司上海易捷分公司
6260c4087a99ad59da939009,广州屈臣氏食品饮料有限公司上海分公司
6260c4087a99ad59da939034,杭州味全食品有限公司上海分公司
6260c4087a99ad59da939078,福建恒安集团厦门商贸有限公司上海分公司
6260c4087a99ad59da93909d,山东优形食品科技有限公司上海分公司
6260c4087a99ad59da9390a0,李锦记（中国）销售有限公司上海分公司
6260c4087a99ad59da9390b7,纳爱斯集团有限公司上海分公司
6260c4087a99ad59da9390bc,上海兴轩实业有限公司第一分公司
6260c4087a99ad59da9390cc,千红餐饮管理（深圳）有限公司上海瑞虹路分公司
6260c4087a99ad59da9390dd,北京安德鲁水果食品有限公司上海分公司
6260c4087a99ad59da9390e8,长沙三顿半咖啡有限公司上海分公司
6260c4087a99ad59da939154,杭州娃哈哈集团有限公司上海分公司
6260c4087a99ad59da939159,中粮国际（北京）有限公司上海分公司
6260c4087a99ad59da939160,山东鲁花集团商贸有限公司上海分公司
6260c4087a99ad59da93918f,华润五丰米业（中国）有限公司上海分公司
6260c4087a99ad59da93919a,朴诚乳业（集团）有限公司上海分公司
6260c4087a99ad59da9391a5,上海胜辛集贸市场
6260c4087a99ad59da939212,上海丰裕餐饮管理有限公司鲁班路分公司
6260c4087a99ad59da939213,上海光明村实业有限公司光明村大酒家
6260c4087a99ad59da939214,上海光明村实业有限公司配餐分公司
6260c4087a99ad59da93926a,上海长宁唐宫海鲜坊有限公司
6260c4087a99ad59da939274,望湘园（上海）餐饮股份有限公司
6260c4087a99ad59da939290,猪和萝卜（上海）餐饮管理公司有限公司
6260c4087a99ad59da9392b9,上海煜盐餐饮有限公司
6260c4087a99ad59da93935f,中国邮政集团有限公司上海市分公司
6260c4087a99ad59da93937e,中粮福临门食品营销有限公司上海分公司
6260c4087a99ad59da9393bd,3M中国有限公司
6260c4087a99ad59da9393c3,玛氏箭牌糖果（中国）有限公司上海分公司
6260c4087a99ad59da9393ca,安利（中国）日用品有限公司上海分公司
6260c4087a99ad59da9393d1,北京伊藤忠华糖综合加工有限公司上海分公司
6260c4087a99ad59da9393dd,爱德华（上海）医疗用品公司
